C:\EC-Lab Development Package\Examples\Python\channel 3 data for poster_trial3_02_CA_C03.mpr
time/s	<I>/mA
2.099848096848291E+002	-3.052952307462692E-001
2.099948096845765E+002	-3.052044790983200E-001
2.100048096843238E+002	-3.050865226984024E-001
2.100144096840813E+002	-3.050059179464979E-001
2.100246096838237E+002	2.252444321764452E-002
2.100346096835710E+002	1.807416260242461E-002
2.100446096833184E+002	1.521969435736537E-002
2.100546096830658E+002	1.285579565912484E-002
2.100646096828132E+002	1.078458473086358E-002
2.100746096825605E+002	9.022349733859292E-003
2.100846096823079E+002	7.446799408644438E-003
2.100946096820553E+002	6.030445536598560E-003
2.101046096818027E+002	4.785504601895810E-003
2.101146096815501E+002	3.631806210614741E-003
2.101246096812974E+002	2.617325033061203E-003
2.101346096810448E+002	1.690523158758880E-003
2.101446096807922E+002	8.438922185450793E-004
2.101758096800040E+002	-1.848691958002746E-003
2.101858096797514E+002	-2.127812455873937E-003
2.101958096794988E+002	-2.675893842242663E-003
2.102058096792462E+002	-3.155844663269826E-003
2.102158096789935E+002	-3.622215474024415E-003
2.102258096787409E+002	-4.045073497109114E-003
2.102358096784883E+002	-4.434590768069027E-003
2.102458096782357E+002	-4.812575085088616E-003
2.102558096779831E+002	-5.135043533518910E-003
2.102658096777304E+002	-5.464632231742150E-003
2.102758096774778E+002	-5.761846946552397E-003
2.102858096772252E+002	-6.030947370454676E-003
2.102958096769726E+002	-6.304358821362266E-003
2.103058096767199E+002	-6.531612258404498E-003
2.103158096764673E+002	-6.769216079264881E-003
2.103258096762147E+002	-6.980499112978586E-003
2.103358096759621E+002	-7.167838225141193E-003
2.103458096757095E+002	-7.369113536551598E-003
2.103558096754568E+002	-7.533869678154588E-003
2.103658096752042E+002	-7.733212402090434E-003
2.103758096749516E+002	-7.893988890573382E-003
2.103858096746990E+002	-8.044364210218202E-003
2.103958096744464E+002	-8.204504661262046E-003
2.104058096741937E+002	-8.323255889117719E-003
2.104158096739411E+002	-8.463775496929893E-003
2.104258096736885E+002	-8.595382031053311E-003
2.104358096734359E+002	-8.718278352171184E-003
2.104458096731832E+002	-8.842726144939667E-003
2.104558096729306E+002	-8.942455016076566E-003
2.104658096726780E+002	-9.059616550803187E-003
2.104758096724254E+002	-9.160719066858294E-003
2.104858096721728E+002	-9.252957869321121E-003
2.104958096719201E+002	-9.360798653215169E-003
2.105058096716675E+002	-9.434905052185055E-003
2.105144096714503E+002	-9.532651019304297E-003
2.105448096706823E+002	-3.272041380405426E-001
2.105548096704297E+002	-3.259274208545682E-001
2.105648096701771E+002	-3.237616497278220E-001
2.105748096699244E+002	-3.218964481353757E-001
2.105848096696718E+002	-3.202991443872456E-001
2.105948096694192E+002	-3.189021408557893E-001
2.106048096691666E+002	-3.176846873760222E-001
2.106148096689139E+002	-3.166413301229477E-001
2.106248096686613E+002	-3.156920045614244E-001
2.106348096684087E+002	-3.148439770936968E-001
2.106448096681561E+002	-3.140927785634999E-001
2.106548096679035E+002	-3.134075057506562E-001
2.106648096676508E+002	-3.127969247102738E-001
2.106748096673982E+002	-3.122128325700766E-001
2.106848096671456E+002	-3.117059713602068E-001
2.106948096668930E+002	-3.112412476539612E-001
2.107048096666404E+002	-3.107963454723359E-001
